age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
77;retired;married;secondary;no;638;no;no;cellular;7;aug;453;1;-1;0;unknown;yes
31;technician;single;tertiary;no;6138;yes;no;cellular;15;may;134;5;-1;0;unknown;no
31;technician;single;tertiary;no;1887;no;yes;unknown;21;may;389;1;-1;0;unknown;no
40;technician;divorced;secondary;no;700;yes;yes;cellular;18;jul;503;2;-1;0;unknown;no
31;blue-collar;single;secondary;no;54;no;no;unknown;18;jun;230;3;-1;0;unknown;no
63;retired;married;tertiary;no;937;no;no;cellular;28;oct;219;2;-1;0;unknown;no
43;management;married;tertiary;no;1429;yes;no;cellular;19;nov;1015;1;198;2;other;yes
26;blue-collar;single;secondary;no;474;yes;no;cellular;15;may;504;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;183;yes;no;unknown;6;may;112;4;-1;0;unknown;no
37;blue-collar;divorced;secondary;no;-59;yes;no;cellular;15;may;169;1;352;1;failure;no
55;services;divorced;primary;no;2923;yes;no;unknown;15;may;104;2;-1;0;unknown;no
41;admin.;married;secondary;no;-111;yes;no;unknown;30;may;84;3;-1;0;unknown;no
42;technician;married;secondary;no;370;no;no;unknown;19;jun;302;5;-1;0;unknown;no
37;admin.;divorced;secondary;no;141;yes;no;cellular;14;may;233;1;-1;0;unknown;no
36;management;divorced;tertiary;yes;36;no;no;cellular;6;aug;836;4;-1;0;unknown;yes
48;blue-collar;married;secondary;no;2214;no;no;cellular;19;aug;607;7;-1;0;unknown;no
49;management;married;tertiary;no;78;yes;no;cellular;8;apr;65;3;-1;0;unknown;no
36;services;married;tertiary;no;562;no;no;cellular;25;may;90;1;-1;0;unknown;no
33;technician;single;secondary;no;659;no;no;cellular;26;aug;274;2;-1;0;unknown;no
32;admin.;single;tertiary;no;725;no;no;cellular;27;aug;53;4;-1;0;unknown;no
34;management;married;tertiary;no;63;no;no;cellular;8;aug;94;2;-1;0;unknown;no
28;housemaid;married;secondary;yes;65;yes;yes;cellular;13;may;165;1;300;1;failure;no
49;admin.;divorced;secondary;no;266;yes;no;unknown;29;may;162;2;-1;0;unknown;no
40;management;divorced;tertiary;no;1315;yes;no;cellular;9;apr;466;2;141;5;failure;no
27;services;married;secondary;no;15;yes;no;unknown;16;may;167;1;-1;0;unknown;no
55;management;married;unknown;no;1504;yes;no;cellular;31;aug;186;3;101;2;success;yes
35;blue-collar;married;secondary;no;412;yes;no;unknown;3;jun;316;1;-1;0;unknown;no
51;blue-collar;married;primary;no;581;yes;no;cellular;11;may;282;1;-1;0;unknown;no
32;student;single;unknown;no;1583;yes;no;unknown;20;may;57;1;-1;0;unknown;no
23;services;single;secondary;no;292;yes;no;cellular;13;may;437;2;-1;0;unknown;no
36;entrepreneur;married;unknown;no;60;no;no;unknown;9;jun;557;2;-1;0;unknown;no
41;admin.;single;secondary;no;812;no;yes;unknown;11;jun;583;4;-1;0;unknown;yes
57;services;married;secondary;no;504;no;no;cellular;8;aug;177;2;-1;0;unknown;no
22;admin.;single;tertiary;no;897;yes;no;cellular;4;feb;133;4;-1;0;unknown;yes
36;management;married;tertiary;no;-547;yes;no;cellular;30;apr;267;1;259;2;failure;no
43;management;married;tertiary;no;1825;yes;no;unknown;20;may;742;2;-1;0;unknown;no
34;blue-collar;married;secondary;no;-257;yes;no;cellular;15;may;160;1;368;4;failure;no
35;blue-collar;married;primary;no;22;yes;no;cellular;15;may;1190;2;302;2;other;yes
32;management;married;tertiary;no;937;no;no;cellular;28;aug;90;1;94;2;failure;no
40;technician;divorced;secondary;no;237;no;no;cellular;25;aug;87;5;-1;0;unknown;no
42;admin.;divorced;secondary;no;-551;yes;yes;unknown;26;may;147;6;-1;0;unknown;no
30;management;single;tertiary;no;201;yes;no;cellular;17;mar;325;2;-1;0;unknown;yes
36;technician;married;secondary;no;72;yes;no;cellular;19;nov;206;3;-1;0;unknown;no
28;management;single;tertiary;no;447;yes;yes;unknown;5;may;217;1;-1;0;unknown;no
23;admin.;single;tertiary;no;230;no;no;cellular;5;jun;264;1;-1;0;unknown;no
50;admin.;single;secondary;no;2252;no;no;cellular;30;apr;652;2;-1;0;unknown;yes
38;self-employed;married;secondary;no;279;yes;no;unknown;28;may;110;5;-1;0;unknown;no
36;admin.;divorced;secondary;no;0;yes;no;unknown;7;may;133;2;-1;0;unknown;no
30;self-employed;married;secondary;no;2153;yes;no;cellular;20;nov;139;1;-1;0;unknown;no
32;services;single;secondary;no;0;yes;no;cellular;31;jul;99;13;-1;0;unknown;no
41;blue-collar;married;secondary;no;1449;yes;no;cellular;19;nov;63;1;-1;0;unknown;no
42;management;divorced;tertiary;no;0;no;no;unknown;19;may;131;2;-1;0;unknown;no
28;unemployed;single;secondary;no;304;no;no;cellular;14;jun;516;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;125;yes;no;cellular;14;may;201;1;350;2;failure;no
37;management;married;tertiary;no;236;no;no;cellular;28;aug;95;2;-1;0;unknown;no
54;housemaid;married;primary;no;212;no;no;cellular;12;aug;81;4;-1;0;unknown;no
52;admin.;divorced;secondary;no;121;yes;no;cellular;24;jul;241;2;-1;0;unknown;no
49;blue-collar;divorced;secondary;no;23;no;no;cellular;17;nov;221;2;-1;0;unknown;no
39;blue-collar;married;unknown;no;0;no;no;cellular;2;feb;731;1;193;3;failure;no
29;housemaid;married;tertiary;no;96;yes;no;cellular;18;may;226;1;-1;0;unknown;no
50;housemaid;married;secondary;no;7317;yes;no;cellular;13;may;172;1;370;1;failure;no
60;retired;married;secondary;no;5207;no;no;cellular;4;aug;160;1;-1;0;unknown;no
41;entrepreneur;married;tertiary;no;-81;no;yes;unknown;2;jul;83;3;-1;0;unknown;no
34;blue-collar;married;secondary;no;856;yes;no;cellular;20;apr;470;1;150;5;other;no
72;retired;married;secondary;no;5715;no;no;cellular;17;may;1114;1;181;2;success;yes
41;technician;married;tertiary;no;0;no;no;unknown;20;jun;95;1;-1;0;unknown;no
27;technician;single;secondary;no;527;yes;no;unknown;9;may;118;1;-1;0;unknown;no
58;management;married;secondary;no;37;no;no;cellular;18;aug;84;11;-1;0;unknown;no
28;management;single;tertiary;no;725;no;no;cellular;4;feb;137;2;-1;0;unknown;no
44;blue-collar;married;secondary;yes;-617;yes;no;unknown;8;may;172;1;-1;0;unknown;no
31;technician;single;tertiary;no;1625;no;no;cellular;2;feb;158;1;-1;0;unknown;no
36;management;single;tertiary;no;5958;yes;no;cellular;22;sep;155;1;184;1;success;yes
56;management;married;tertiary;no;1388;no;no;cellular;18;nov;132;1;-1;0;unknown;no
58;housemaid;married;primary;no;2387;no;no;unknown;18;jun;55;2;-1;0;unknown;no
48;blue-collar;married;primary;no;0;no;yes;cellular;5;aug;67;1;-1;0;unknown;no
32;self-employed;married;secondary;no;329;yes;no;telephone;15;may;166;4;-1;0;unknown;no
42;unemployed;married;secondary;no;0;yes;yes;cellular;23;mar;158;1;330;12;failure;no
36;admin.;married;secondary;no;898;no;no;cellular;15;jul;118;5;-1;0;unknown;no
45;management;divorced;tertiary;no;335;no;no;cellular;5;aug;297;1;-1;0;unknown;no
46;services;married;secondary;no;3269;yes;no;unknown;15;may;366;1;-1;0;unknown;no
56;technician;married;secondary;no;6619;yes;no;telephone;4;nov;465;1;-1;0;unknown;yes
48;blue-collar;married;secondary;no;1159;yes;yes;cellular;15;may;1181;9;-1;0;unknown;no
33;technician;single;secondary;no;1327;yes;no;cellular;2;feb;20;7;-1;0;unknown;no
58;blue-collar;married;secondary;no;584;no;no;cellular;28;jan;339;1;-1;0;unknown;no
35;housemaid;married;secondary;no;14000;no;no;unknown;9;jun;121;2;-1;0;unknown;no
54;housemaid;married;primary;no;3151;no;no;unknown;18;jun;350;7;-1;0;unknown;no
46;management;divorced;tertiary;no;-154;yes;yes;cellular;29;jan;150;2;247;2;failure;no
25;blue-collar;married;secondary;no;300;yes;yes;unknown;19;may;126;3;-1;0;unknown;no
47;management;married;tertiary;no;1649;yes;no;cellular;5;may;217;2;-1;0;unknown;no
48;technician;divorced;secondary;yes;20;no;no;cellular;27;aug;145;3;-1;0;unknown;no
35;technician;divorced;tertiary;no;4515;yes;no;cellular;19;nov;98;2;-1;0;unknown;no
41;blue-collar;married;primary;no;0;yes;yes;unknown;6;may;238;1;-1;0;unknown;no
50;entrepreneur;married;primary;no;199;no;no;cellular;11;may;228;2;363;2;failure;no
27;blue-collar;single;primary;no;1659;no;yes;cellular;7;jul;447;3;-1;0;unknown;no
38;blue-collar;married;secondary;no;5;no;yes;unknown;20;jun;14;8;-1;0;unknown;no
51;technician;married;secondary;no;3899;yes;yes;telephone;18;nov;82;6;-1;0;unknown;no
35;management;married;tertiary;no;697;no;no;cellular;5;jun;57;2;304;1;failure;no
32;services;married;secondary;no;393;no;no;cellular;6;apr;211;2;266;2;failure;no
34;blue-collar;married;primary;no;2490;yes;no;unknown;23;may;192;1;-1;0;unknown;no
40;management;married;primary;no;535;yes;no;telephone;5;may;11;6;-1;0;unknown;no
30;admin.;divorced;secondary;no;1320;yes;yes;cellular;5;may;122;3;362;1;failure;no
40;unemployed;married;secondary;no;3924;no;no;unknown;5;jun;648;2;-1;0;unknown;no
57;admin.;divorced;primary;no;1;no;no;unknown;15;may;17;10;-1;0;unknown;no
26;technician;single;secondary;no;342;no;no;cellular;14;oct;133;2;-1;0;unknown;no
47;management;married;primary;no;530;yes;no;cellular;14;jul;457;3;-1;0;unknown;no
31;management;married;tertiary;no;181;yes;no;cellular;10;jul;497;1;-1;0;unknown;no
53;housemaid;married;primary;no;2581;no;no;cellular;15;apr;99;1;-1;0;unknown;no
31;technician;single;tertiary;no;44;no;no;cellular;28;aug;16;13;-1;0;unknown;no
31;blue-collar;single;primary;no;538;yes;no;cellular;14;may;703;4;-1;0;unknown;no
57;retired;married;primary;no;0;no;no;cellular;21;aug;394;3;-1;0;unknown;no
52;admin.;married;secondary;no;5517;yes;yes;cellular;29;jul;163;2;-1;0;unknown;no
60;retired;married;primary;no;1167;no;no;cellular;14;oct;79;2;-1;0;unknown;no
44;blue-collar;married;primary;no;617;yes;no;unknown;13;may;227;2;-1;0;unknown;no
57;technician;married;secondary;no;1753;yes;no;cellular;7;may;539;1;-1;0;unknown;no
34;technician;divorced;secondary;no;1451;yes;no;unknown;30;may;1097;15;-1;0;unknown;yes
40;housemaid;married;primary;no;322;no;no;unknown;17;jun;140;2;-1;0;unknown;no
27;technician;single;secondary;no;769;yes;no;unknown;9;may;317;2;-1;0;unknown;no
60;management;married;secondary;no;0;no;no;telephone;18;aug;280;3;-1;0;unknown;no
30;services;single;secondary;no;245;no;yes;cellular;8;jul;187;2;-1;0;unknown;no
26;services;single;secondary;no;-74;yes;no;unknown;4;jun;147;1;-1;0;unknown;no
30;technician;single;secondary;no;796;yes;yes;cellular;18;aug;315;4;-1;0;unknown;no
27;admin.;married;tertiary;no;2855;no;no;cellular;25;jan;240;1;301;3;failure;yes
26;self-employed;divorced;secondary;no;165;yes;no;cellular;29;jul;162;4;-1;0;unknown;no
70;retired;married;unknown;no;853;no;no;cellular;15;apr;120;1;-1;0;unknown;no
41;blue-collar;married;secondary;no;514;no;yes;telephone;15;jul;321;3;-1;0;unknown;no
50;management;married;tertiary;no;258;no;no;cellular;12;aug;246;6;-1;0;unknown;no
55;blue-collar;married;primary;no;680;yes;no;unknown;14;may;321;1;-1;0;unknown;no
31;blue-collar;single;secondary;no;-159;no;yes;telephone;21;nov;49;1;-1;0;unknown;no
51;entrepreneur;married;secondary;no;0;yes;yes;unknown;2;jun;184;5;-1;0;unknown;no
39;technician;married;tertiary;no;0;yes;no;cellular;14;jul;894;7;-1;0;unknown;yes
31;technician;single;secondary;no;667;yes;no;cellular;21;nov;279;1;-1;0;unknown;no
55;blue-collar;married;primary;no;3957;no;yes;cellular;4;feb;79;2;-1;0;unknown;no
52;blue-collar;married;primary;no;359;no;no;telephone;26;aug;361;14;-1;0;unknown;no
38;admin.;married;secondary;no;1852;yes;no;cellular;15;may;298;2;-1;0;unknown;no
41;technician;married;tertiary;no;139;no;no;cellular;18;aug;781;2;-1;0;unknown;no
28;management;married;secondary;no;466;yes;no;cellular;25;may;123;2;-1;0;unknown;no
47;blue-collar;married;secondary;no;232;yes;yes;cellular;14;aug;90;4;-1;0;unknown;no
32;blue-collar;divorced;secondary;no;739;yes;no;unknown;9;may;171;1;-1;0;unknown;no
53;blue-collar;married;primary;no;880;no;no;cellular;31;jul;207;4;-1;0;unknown;no
36;admin.;married;secondary;no;110;yes;no;telephone;4;feb;185;1;-1;0;unknown;no
58;blue-collar;divorced;secondary;no;314;no;no;unknown;25;jun;67;2;-1;0;unknown;no
32;technician;single;secondary;no;6402;yes;no;cellular;20;nov;628;1;-1;0;unknown;yes
39;services;married;tertiary;no;35;no;no;cellular;20;aug;211;3;-1;0;unknown;no
48;unemployed;married;secondary;no;926;no;no;cellular;15;feb;382;4;185;6;success;yes
35;blue-collar;married;unknown;no;-205;yes;no;unknown;23;may;147;14;-1;0;unknown;no
52;self-employed;married;tertiary;no;6657;no;no;telephone;30;apr;917;1;-1;0;unknown;yes
29;management;single;tertiary;no;265;no;no;cellular;22;may;491;1;-1;0;unknown;yes
42;blue-collar;single;primary;no;1628;yes;no;cellular;25;jul;590;8;-1;0;unknown;yes
30;services;single;secondary;no;177;yes;no;cellular;18;may;187;4;356;2;other;no
43;admin.;single;secondary;no;985;yes;yes;unknown;20;jun;51;19;-1;0;unknown;no
30;blue-collar;married;primary;no;4;yes;no;unknown;2;jun;34;1;-1;0;unknown;no
58;blue-collar;married;secondary;no;8195;yes;no;cellular;16;apr;104;1;332;2;failure;no
32;blue-collar;married;primary;no;1261;yes;no;cellular;21;nov;104;1;182;1;failure;no
58;blue-collar;married;primary;no;0;no;no;cellular;26;aug;168;4;-1;0;unknown;no
35;technician;married;secondary;no;198;no;no;cellular;27;aug;282;13;-1;0;unknown;no
27;technician;single;secondary;no;158;no;no;unknown;1;jul;650;2;-1;0;unknown;yes
37;blue-collar;married;primary;no;7;no;no;unknown;6;jun;176;1;-1;0;unknown;no
35;management;single;tertiary;no;1531;yes;no;cellular;19;nov;127;1;-1;0;unknown;no
57;housemaid;married;secondary;no;271;no;no;cellular;31;jul;81;4;-1;0;unknown;no
36;management;married;tertiary;no;3874;no;no;cellular;25;aug;425;6;-1;0;unknown;no
56;blue-collar;married;secondary;no;876;yes;no;telephone;18;may;93;2;-1;0;unknown;no
41;management;married;tertiary;no;185;no;no;cellular;21;aug;286;12;-1;0;unknown;no
47;blue-collar;married;primary;no;1092;no;yes;unknown;30;may;41;8;-1;0;unknown;no
45;technician;married;secondary;no;-847;no;yes;cellular;22;jul;312;1;-1;0;unknown;no
34;management;single;tertiary;no;94;no;no;cellular;25;aug;45;11;-1;0;unknown;no
43;technician;married;secondary;no;246;no;no;cellular;25;aug;113;6;-1;0;unknown;no
43;self-employed;single;tertiary;no;0;no;no;unknown;19;jun;147;1;-1;0;unknown;no
32;management;divorced;tertiary;no;530;yes;no;cellular;29;jan;131;1;127;3;failure;no
38;blue-collar;single;secondary;no;2707;yes;no;cellular;17;jul;120;3;-1;0;unknown;no
37;blue-collar;married;secondary;no;0;no;yes;cellular;10;jul;351;2;-1;0;unknown;no
57;retired;married;secondary;no;374;yes;yes;cellular;16;jul;236;1;-1;0;unknown;no
40;blue-collar;married;secondary;no;0;yes;no;cellular;11;may;54;1;-1;0;unknown;no
27;blue-collar;single;secondary;no;535;no;no;cellular;15;feb;171;1;91;2;success;yes
41;management;married;tertiary;no;51;no;no;cellular;25;aug;140;8;-1;0;unknown;no
56;management;married;tertiary;no;247;no;no;cellular;30;jul;44;2;-1;0;unknown;no
34;unknown;married;secondary;no;1434;no;no;cellular;21;nov;50;2;-1;0;unknown;no
59;retired;married;secondary;no;161;yes;no;cellular;21;jul;272;2;-1;0;unknown;no
38;entrepreneur;married;secondary;no;157;no;yes;cellular;15;may;57;11;366;1;other;no
40;blue-collar;married;secondary;no;0;yes;no;unknown;6;may;225;1;-1;0;unknown;no
37;admin.;single;secondary;no;1113;yes;no;unknown;9;may;237;1;-1;0;unknown;no
52;technician;married;secondary;no;2206;yes;no;unknown;20;jun;20;18;-1;0;unknown;no
41;technician;single;secondary;no;2919;yes;no;unknown;16;may;329;3;-1;0;unknown;no
43;technician;single;unknown;no;11115;no;no;cellular;23;oct;476;1;74;2;success;yes
36;blue-collar;married;primary;no;441;yes;no;cellular;7;may;100;4;358;1;failure;no
54;management;divorced;secondary;no;2762;no;no;cellular;22;aug;309;7;-1;0;unknown;no
40;blue-collar;married;secondary;no;1245;yes;no;unknown;9;may;306;1;-1;0;unknown;no
44;services;divorced;secondary;no;20;no;no;unknown;9;jun;98;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;5306;yes;no;unknown;15;may;322;1;-1;0;unknown;no
48;management;divorced;tertiary;no;503;no;yes;unknown;12;jun;1243;7;-1;0;unknown;yes
46;technician;married;secondary;yes;289;no;no;unknown;7;may;51;3;-1;0;unknown;no
38;technician;married;tertiary;no;-267;no;no;cellular;11;aug;220;1;-1;0;unknown;no
35;unknown;married;unknown;no;0;no;no;unknown;6;jun;159;3;-1;0;unknown;no
39;management;married;tertiary;no;1363;no;no;cellular;21;aug;294;3;-1;0;unknown;no
33;blue-collar;divorced;secondary;no;-131;yes;no;unknown;16;may;145;1;-1;0;unknown;no
44;blue-collar;married;secondary;no;1;yes;no;unknown;7;may;281;2;-1;0;unknown;no
56;technician;married;secondary;no;203;yes;no;cellular;5;aug;335;3;-1;0;unknown;no
55;retired;married;primary;no;1821;no;no;cellular;8;aug;224;2;-1;0;unknown;no
43;technician;married;secondary;no;2344;yes;no;unknown;27;may;111;2;-1;0;unknown;no
31;technician;divorced;tertiary;no;75;no;no;cellular;22;aug;34;9;-1;0;unknown;no
37;technician;married;secondary;no;28;no;no;cellular;21;aug;101;2;-1;0;unknown;no
33;blue-collar;married;primary;no;1050;yes;no;unknown;26;may;304;4;-1;0;unknown;no
52;blue-collar;married;primary;no;-27;no;no;cellular;28;aug;51;8;-1;0;unknown;no
36;self-employed;divorced;tertiary;no;149;no;no;cellular;18;nov;257;2;-1;0;unknown;no
50;blue-collar;married;secondary;no;2087;yes;no;unknown;14;may;371;1;-1;0;unknown;no
39;admin.;married;secondary;no;0;no;no;cellular;27;jan;366;1;436;10;failure;yes
64;retired;married;secondary;no;504;no;no;cellular;11;aug;157;1;14;3;other;no
45;blue-collar;married;primary;no;1951;no;no;cellular;12;aug;73;2;-1;0;unknown;no
41;blue-collar;married;primary;no;1428;yes;yes;cellular;8;may;182;1;-1;0;unknown;no
34;management;married;tertiary;no;272;yes;no;cellular;21;jul;237;2;-1;0;unknown;no
51;management;married;tertiary;no;57;no;no;cellular;28;jul;66;19;-1;0;unknown;no
41;blue-collar;married;secondary;no;680;yes;no;unknown;15;may;173;2;-1;0;unknown;no
34;blue-collar;single;primary;no;326;yes;no;cellular;29;jul;263;2;-1;0;unknown;no
37;management;married;tertiary;no;2951;no;no;cellular;21;nov;101;3;-1;0;unknown;no
32;self-employed;married;secondary;no;610;yes;no;unknown;28;may;75;6;-1;0;unknown;no
29;housemaid;single;tertiary;no;19;no;no;cellular;3;dec;274;1;230;1;success;yes
35;blue-collar;married;primary;no;1033;yes;no;cellular;7;may;244;2;-1;0;unknown;no
48;technician;single;secondary;no;479;no;no;unknown;20;may;148;5;-1;0;unknown;no
44;blue-collar;married;secondary;no;1071;yes;no;cellular;11;may;143;3;357;1;failure;no
45;blue-collar;divorced;secondary;no;1951;yes;no;cellular;4;feb;692;1;-1;0;unknown;no
34;services;divorced;secondary;no;5934;yes;no;cellular;29;jul;82;7;-1;0;unknown;no
36;blue-collar;single;primary;no;4519;yes;no;unknown;23;may;117;2;-1;0;unknown;no
36;services;single;primary;no;38;no;no;unknown;6;jun;308;4;-1;0;unknown;no
37;entrepreneur;married;secondary;no;46;no;yes;cellular;19;aug;119;4;-1;0;unknown;no
32;services;single;secondary;no;11287;yes;no;cellular;21;nov;92;7;-1;0;unknown;no
34;management;married;tertiary;no;136;yes;no;cellular;22;apr;156;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;1981;yes;no;cellular;22;jul;437;2;-1;0;unknown;no
52;management;married;tertiary;no;3163;no;no;cellular;25;aug;56;6;-1;0;unknown;no
42;unknown;married;secondary;no;703;yes;no;cellular;10;jul;210;1;-1;0;unknown;no
40;management;divorced;tertiary;no;3355;no;no;cellular;1;jun;212;1;-1;0;unknown;no
32;management;single;tertiary;no;0;yes;no;cellular;22;jul;455;2;-1;0;unknown;no
47;blue-collar;single;secondary;no;152;yes;no;cellular;3;feb;193;3;271;4;failure;no
35;blue-collar;married;secondary;no;0;yes;yes;cellular;20;apr;123;3;-1;0;unknown;no
28;services;single;secondary;no;1347;no;no;telephone;11;oct;317;2;108;14;other;no
49;management;married;tertiary;no;350;no;no;cellular;12;aug;238;6;-1;0;unknown;no
39;blue-collar;married;primary;no;4608;yes;no;unknown;16;jun;36;1;-1;0;unknown;no
46;admin.;married;secondary;no;1069;yes;no;unknown;8;may;45;2;-1;0;unknown;no
46;technician;married;tertiary;no;157;no;no;cellular;5;feb;120;2;224;1;failure;no
27;blue-collar;married;primary;no;202;no;yes;cellular;22;jul;41;1;-1;0;unknown;no
22;technician;single;secondary;no;54;yes;yes;unknown;8;may;626;6;-1;0;unknown;no
22;services;married;secondary;no;817;yes;no;cellular;18;may;128;3;-1;0;unknown;no
39;housemaid;married;primary;no;694;yes;yes;cellular;18;nov;91;1;168;2;other;no
41;services;married;secondary;no;171;no;no;cellular;21;jul;71;9;-1;0;unknown;no
51;technician;divorced;secondary;no;-471;no;no;cellular;26;aug;169;2;-1;0;unknown;no
39;management;single;secondary;no;4278;yes;no;cellular;19;nov;43;1;111;2;other;no
36;blue-collar;divorced;secondary;no;52;yes;no;cellular;13;may;152;1;348;1;failure;no
44;technician;divorced;secondary;no;-357;yes;yes;unknown;28;may;318;2;-1;0;unknown;no
64;retired;married;unknown;no;2923;no;no;cellular;12;mar;120;1;-1;0;unknown;no
65;retired;divorced;unknown;no;300;no;no;cellular;2;aug;245;2;-1;0;unknown;no
49;housemaid;divorced;unknown;no;2754;no;no;unknown;6;jun;18;2;-1;0;unknown;no
45;services;divorced;secondary;no;5758;yes;no;telephone;9;jul;16;1;-1;0;unknown;no
59;management;divorced;tertiary;no;844;no;yes;unknown;27;may;100;2;-1;0;unknown;no
33;technician;single;secondary;no;315;yes;no;cellular;18;may;179;3;374;2;other;no
48;blue-collar;single;secondary;no;-269;no;no;cellular;2;feb;167;1;263;3;other;no
35;blue-collar;married;primary;no;208;yes;no;unknown;23;may;247;3;-1;0;unknown;no
29;self-employed;single;tertiary;no;8749;no;no;telephone;17;feb;141;7;-1;0;unknown;no
31;admin.;single;secondary;no;1201;no;no;cellular;6;feb;270;5;-1;0;unknown;no
37;blue-collar;married;tertiary;no;359;no;yes;cellular;7;aug;3422;2;-1;0;unknown;no
32;self-employed;single;tertiary;no;312;yes;no;cellular;27;may;99;2;-1;0;unknown;no
50;housemaid;divorced;secondary;no;0;no;no;telephone;13;aug;43;1;105;2;failure;no
45;blue-collar;married;secondary;no;7895;yes;no;cellular;4;feb;872;1;-1;0;unknown;yes
36;technician;single;secondary;no;265;yes;yes;cellular;2;feb;88;1;273;1;failure;no
55;blue-collar;married;primary;no;2171;no;no;unknown;5;jun;138;2;-1;0;unknown;no
35;self-employed;single;tertiary;no;398;no;no;cellular;5;jul;101;3;-1;0;unknown;no
50;admin.;married;secondary;no;-130;yes;no;cellular;10;jul;328;1;-1;0;unknown;no
34;admin.;single;secondary;no;3626;yes;yes;cellular;20;nov;88;2;-1;0;unknown;no
50;blue-collar;married;secondary;no;16;yes;no;cellular;7;may;290;1;356;11;failure;no
35;management;married;tertiary;no;16;no;no;cellular;19;nov;185;1;-1;0;unknown;no
59;retired;married;secondary;no;374;no;no;cellular;29;aug;272;2;-1;0;unknown;no
39;management;married;tertiary;no;0;yes;yes;unknown;16;may;107;2;-1;0;unknown;no
33;technician;married;secondary;no;153;yes;no;unknown;16;may;148;2;-1;0;unknown;no
36;admin.;married;secondary;no;786;yes;yes;cellular;10;jul;148;1;-1;0;unknown;no
29;blue-collar;divorced;primary;no;2;yes;no;cellular;6;feb;10;7;-1;0;unknown;no
39;management;married;tertiary;no;-124;no;yes;cellular;22;jul;182;1;-1;0;unknown;no
43;management;married;tertiary;no;0;yes;no;cellular;17;nov;110;1;-1;0;unknown;no
42;blue-collar;married;secondary;no;1288;yes;no;telephone;2;feb;18;1;-1;0;unknown;no
45;housemaid;married;primary;no;1100;no;no;unknown;9;jun;331;6;-1;0;unknown;no
32;management;single;tertiary;no;112;yes;no;cellular;5;may;118;1;-1;0;unknown;no
27;student;single;secondary;no;2614;no;no;cellular;8;apr;143;2;-1;0;unknown;yes
35;blue-collar;single;secondary;no;0;yes;no;cellular;11;may;371;1;305;1;failure;no
54;housemaid;married;primary;no;3304;no;yes;cellular;25;jul;90;7;-1;0;unknown;no
51;blue-collar;married;primary;no;1016;yes;no;cellular;20;apr;78;1;-1;0;unknown;no
30;technician;married;tertiary;no;8351;no;no;cellular;11;aug;345;3;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;9405;no;no;unknown;18;jun;297;3;-1;0;unknown;no
54;management;married;tertiary;no;2960;yes;no;cellular;20;nov;83;1;-1;0;unknown;no
81;retired;divorced;primary;no;949;no;no;cellular;27;sep;188;2;280;1;other;yes
26;services;single;secondary;no;1095;no;no;cellular;28;jan;410;2;-1;0;unknown;no
60;technician;married;tertiary;no;804;no;no;cellular;7;aug;36;2;-1;0;unknown;no
41;management;married;tertiary;no;254;no;no;cellular;9;jun;183;2;294;2;failure;yes
30;management;single;secondary;no;-383;yes;no;cellular;18;may;170;1;-1;0;unknown;no
51;services;married;secondary;no;209;no;no;unknown;12;jun;93;1;-1;0;unknown;no
33;technician;single;tertiary;no;34;no;no;cellular;28;aug;13;30;-1;0;unknown;no
36;technician;divorced;secondary;no;3270;no;no;telephone;5;feb;44;1;-1;0;unknown;no
35;management;married;tertiary;no;2308;no;yes;unknown;9;jun;540;1;-1;0;unknown;no
42;blue-collar;divorced;secondary;no;1037;no;no;unknown;5;jun;271;1;-1;0;unknown;no
32;admin.;single;tertiary;no;594;yes;no;unknown;13;may;134;2;-1;0;unknown;no
50;blue-collar;married;primary;no;216;yes;no;telephone;13;may;137;1;369;2;failure;no
31;housemaid;single;primary;no;26965;no;no;cellular;21;apr;654;2;-1;0;unknown;yes
30;management;single;tertiary;no;7845;yes;no;unknown;3;jun;59;1;-1;0;unknown;no
43;management;married;tertiary;no;1530;no;no;cellular;7;jul;91;3;-1;0;unknown;no
30;technician;married;secondary;no;371;no;no;cellular;7;aug;124;2;-1;0;unknown;no
62;housemaid;married;secondary;no;2;no;no;cellular;3;nov;322;1;-1;0;unknown;yes
54;management;married;tertiary;yes;0;no;yes;cellular;18;nov;283;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;932;yes;no;unknown;21;may;229;2;-1;0;unknown;no
31;management;single;tertiary;no;0;no;no;cellular;27;aug;448;3;-1;0;unknown;no
38;blue-collar;married;primary;no;3289;no;no;cellular;20;nov;340;2;164;2;failure;no
36;blue-collar;married;secondary;no;0;yes;no;cellular;8;may;113;1;-1;0;unknown;no
30;management;married;tertiary;no;2694;no;no;cellular;3;jun;192;1;-1;0;unknown;no
53;retired;married;primary;no;136;yes;no;unknown;6;may;267;2;-1;0;unknown;no
49;blue-collar;married;primary;no;-347;yes;yes;unknown;4;jun;213;3;-1;0;unknown;no
34;admin.;married;secondary;no;-549;yes;yes;unknown;27;may;405;1;-1;0;unknown;no
